PIT,IND,00010,239,117
PIT,SAN,00010,210,95
PIT,MCO,00010,251,121
PIT,LAS,00010,279,53
PIT,JFK,00010,221,124
PIT,MIA,00010,254,79
PIT,BWI,00010,198,99
IND,PIT,00010,234,117
IND,SAN,00010,168,79
IND,MCO,00010,239,111
IND,LAS,00010,254,145
IND,JFK,00010,249,118
IND,MIA,00010,250,50
IND,BWI,00010,296,130
SAN,PIT,00010,300,112
SAN,IND,00010,249,81
SAN,MCO,00010,174,88
SAN,LAS,00010,280,120
SAN,JFK,00010,161,81
SAN,MIA,00010,256,87
SAN,BWI,00010,157,54
MCO,PIT,00010,299,91
MCO,IND,00010,225,61
MCO,SAN,00010,287,51
MCO,LAS,00010,173,139
MCO,JFK,00010,194,54
MCO,MIA,00010,183,103
MCO,BWI,00010,192,57
LAS,PIT,00010,208,91
LAS,IND,00010,230,60
LAS,SAN,00010,154,98
LAS,MCO,00010,218,141
LAS,JFK,00010,256,139
LAS,MIA,00010,240,109
LAS,BWI,00010,214,98
JFK,PIT,00010,194,135
JFK,IND,00010,252,53
JFK,SAN,00010,278,127
JFK,MCO,00010,185,110
JFK,LAS,00010,291,57
JFK,MIA,00010,228,80
JFK,BWI,00010,189,88
MIA,PIT,00010,239,94
MIA,IND,00010,281,110
MIA,SAN,00010,271,51
MIA,MCO,00010,263,112
MIA,LAS,00010,190,65
MIA,JFK,00010,295,92
MIA,BWI,00010,258,61
BWI,PIT,00010,163,54
BWI,IND,00010,299,119
BWI,SAN,00010,205,119
BWI,MCO,00010,178,139
BWI,LAS,00010,167,124
BWI,JFK,00010,214,114
BWI,MIA,00010,248,62
