PIT,IND,00008,185,137
PIT,SAN,00008,215,78
PIT,MCO,00008,218,120
PIT,LAS,00008,182,133
PIT,JFK,00008,293,147
PIT,MIA,00008,191,108
PIT,BWI,00008,227,80
IND,PIT,00008,179,70
IND,SAN,00008,232,68
IND,MCO,00008,161,110
IND,LAS,00008,161,67
IND,JFK,00008,219,63
IND,MIA,00008,239,95
IND,BWI,00008,217,57
SAN,PIT,00008,278,132
SAN,IND,00008,210,76
SAN,MCO,00008,186,64
SAN,LAS,00008,200,148
SAN,JFK,00008,221,100
SAN,MIA,00008,263,134
SAN,BWI,00008,233,85
MCO,PIT,00008,227,147
MCO,IND,00008,157,83
MCO,SAN,00008,183,94
MCO,LAS,00008,248,89
MCO,JFK,00008,253,77
MCO,MIA,00008,160,120
MCO,BWI,00008,177,101
LAS,PIT,00008,183,107
LAS,IND,00008,226,96
LAS,SAN,00008,182,77
LAS,MCO,00008,192,80
LAS,JFK,00008,182,118
LAS,MIA,00008,174,89
LAS,BWI,00008,209,130
JFK,PIT,00008,191,101
JFK,IND,00008,209,137
JFK,SAN,00008,214,98
JFK,MCO,00008,235,55
JFK,LAS,00008,256,89
JFK,MIA,00008,273,132
JFK,BWI,00008,219,102
MIA,PIT,00008,264,62
MIA,IND,00008,293,137
MIA,SAN,00008,243,69
MIA,MCO,00008,246,108
MIA,LAS,00008,152,115
MIA,JFK,00008,227,135
MIA,BWI,00008,209,139
BWI,PIT,00008,227,57
BWI,IND,00008,206,55
BWI,SAN,00008,285,78
BWI,MCO,00008,249,135
BWI,LAS,00008,248,59
BWI,JFK,00008,267,56
BWI,MIA,00008,275,79
