PIT,IND,00002,260,90
PIT,SAN,00002,196,54
PIT,MCO,00002,184,55
PIT,LAS,00002,163,107
PIT,JFK,00002,222,111
PIT,MIA,00002,232,109
PIT,BWI,00002,222,64
IND,PIT,00002,237,102
IND,SAN,00002,277,98
IND,MCO,00002,278,118
IND,LAS,00002,264,139
IND,JFK,00002,200,72
IND,MIA,00002,241,65
IND,BWI,00002,231,141
SAN,PIT,00002,240,91
SAN,IND,00002,248,149
SAN,MCO,00002,249,105
SAN,LAS,00002,180,61
SAN,JFK,00002,157,54
SAN,MIA,00002,300,110
SAN,BWI,00002,179,89
MCO,PIT,00002,299,95
MCO,IND,00002,298,103
MCO,SAN,00002,173,86
MCO,LAS,00002,289,116
MCO,JFK,00002,263,77
MCO,MIA,00002,236,131
MCO,BWI,00002,238,119
LAS,PIT,00002,213,127
LAS,IND,00002,283,59
LAS,SAN,00002,152,78
LAS,MCO,00002,297,58
LAS,JFK,00002,222,142
LAS,MIA,00002,158,116
LAS,BWI,00002,195,140
JFK,PIT,00002,219,120
JFK,IND,00002,259,134
JFK,SAN,00002,205,91
JFK,MCO,00002,192,55
JFK,LAS,00002,171,106
JFK,MIA,00002,177,123
JFK,BWI,00002,176,131
MIA,PIT,00002,286,76
MIA,IND,00002,207,79
MIA,SAN,00002,168,90
MIA,MCO,00002,241,104
MIA,LAS,00002,234,101
MIA,JFK,00002,206,139
MIA,BWI,00002,198,91
BWI,PIT,00002,223,143
BWI,IND,00002,282,130
BWI,SAN,00002,287,88
BWI,MCO,00002,268,75
BWI,LAS,00002,253,88
BWI,JFK,00002,289,65
BWI,MIA,00002,242,138
